stu,skill,crtRatio
2280,31,0.5
573,100,0.75
156,6,1.0
3320,65,1.0
46,47,0.7083333333333334
263,111,0.6363636363636364
140,92,1.0
43,69,0.8611111111111112
115,119,0.5
589,84,1.0
279,97,0.8
2736,39,1.0
1612,47,1.0
147,42,1.0
261,6,1.0
162,119,0.7428571428571429
2211,2,0.5714285714285714
143,88,0.7777777777777778
199,47,0.6296296296296297
139,6,1.0
3281,84,0.7
904,88,0.0
2151,34,0.05555555555555555
1011,9,0.4642857142857143
3157,47,0.6666666666666666
3042,122,0.6
2017,70,0.8518518518518519
939,18,1.0
244,6,1.0
1133,108,0.0
447,89,0.0
30,18,0.5714285714285714
785,65,0.6
1805,105,0.5
3266,117,0.6666666666666666
3314,11,1.0
1923,11,0.5
1046,95,0.21428571428571427
979,95,0.6666666666666666
248,122,0.8333333333333334
1494,73,1.0
1360,84,0.75
56,61,0.7692307692307693
1478,118,0.25
1268,115,1.0
894,91,0.75
2291,78,1.0
819,70,0.9230769230769231
3311,85,0.5714285714285714
29,50,0.4782608695652174
680,122,1.0
3319,99,1.0
4,31,1.0
93,47,0.75
442,97,0.0
97,117,0.25
471,11,0.8
992,118,0.5
817,95,0.8571428571428571
101,100,1.0
559,69,0.0
179,106,0.7142857142857143
2064,34,1.0
60,115,0.46153846153846156
2428,81,0.8571428571428571
227,66,1.0
2006,117,0.0
80,117,0.0
3261,122,0.85
295,85,0.0
1474,64,0.4
874,114,0.0
2427,3,0.6666666666666666
1137,53,1.0
282,95,0.6
3295,50,0.8
2047,34,1.0
332,66,1.0
237,47,0.8
998,35,0.0
2145,47,0.5555555555555556
452,9,0.8571428571428571
335,74,1.0
3316,69,0.5714285714285714
1461,91,1.0
3284,37,1.0
399,100,0.6666666666666666
550,91,0.4
100,97,1.0
332,118,0.5714285714285714
2933,30,0.5
1216,53,1.0
559,85,0.4
2003,35,0.75
2065,69,0.7
109,91,1.0
433,100,1.0
3270,15,1.0
1531,100,0.6
2001,32,1.0
3273,23,1.0
96,57,1.0
2592,62,1.0
2706,26,1.0
663,84,1.0
3273,53,1.0
3284,97,1.0
2010,56,1.0
302,62,1.0
3301,77,0.8181818181818182
994,42,1.0
2333,95,0.75
2920,43,1.0
360,97,0.42857142857142855
2146,107,0.8
265,111,0.75
978,88,0.0
3260,19,1.0
3016,2,0.0
1301,34,0.75
106,15,0.8
2332,117,0.16666666666666666
2018,122,1.0
75,34,0.3333333333333333
646,84,1.0
872,112,0.8333333333333334
1531,32,0.6
754,62,1.0
979,51,0.5454545454545454
1434,95,1.0
228,100,0.14285714285714285
2960,119,0.6666666666666666
2215,91,0.0
180,91,1.0
2790,60,1.0
1529,72,0.5
3319,17,0.6666666666666666
751,84,1.0
2017,106,0.3333333333333333
1997,11,0.75
1301,64,0.0
144,64,0.8461538461538461
2855,74,0.6428571428571429
1305,47,1.0
285,51,0.0
2005,117,1.0
3259,107,0.8333333333333334
2580,62,0.8333333333333334
616,50,1.0
734,84,1.0
2081,15,0.5
863,34,1.0
964,38,1.0
2680,122,1.0
965,113,0.0
250,119,0.47368421052631576
3154,47,0.6428571428571429
180,23,1.0
2113,34,0.16666666666666666
1765,113,1.0
33,115,1.0
2017,112,0.8571428571428571
2304,49,0.0
859,11,0.3333333333333333
717,84,1.0
2919,70,1.0
1555,69,1.0
2035,114,0.6666666666666666
166,1,1.0
1623,88,0.0
156,7,0.6363636363636364
3266,81,0.6190476190476191
264,11,0.75
2436,48,1.0
3269,108,0.8
163,23,1.0
495,56,0.7777777777777778
653,35,0.5294117647058824
357,113,0.5
3281,111,0.6666666666666666
883,2,0.7333333333333333
244,3,0.5
743,32,0.5714285714285714
2092,31,1.0
818,26,0.8823529411764706
101,81,0.6
150,117,1.0
1515,53,1.0
1547,79,0.8333333333333334
2185,117,0.0
2039,74,0.15384615384615385
262,119,0.48717948717948717
163,53,1.0
271,31,1.0
1133,30,0.46153846153846156
837,100,1.0
3322,61,1.0
166,77,0.8333333333333334
255,47,0.7894736842105263
2045,84,0.7142857142857143
2761,50,1.0
587,97,0.25
25,11,1.0
150,19,1.0
1137,118,0.0
251,23,1.0
553,91,0.5
162,8,0.5555555555555556
1518,91,1.0
3297,8,0.25
146,53,1.0
3260,71,0.6666666666666666
3318,21,1.0
3322,91,1.0
384,23,0.7948717948717948
243,122,1.0
570,97,0.0
649,35,0.42857142857142855
2059,106,0.25
3327,15,1.0
32,15,1.0
3305,74,0.875
251,53,1.0
3287,121,0.7142857142857143
45,95,0.8333333333333334
3326,87,1.0
2003,61,0.8888888888888888
1363,32,0.5
449,85,0.5
254,61,1.0
2050,8,0.25
3301,21,1.0
149,107,0.8333333333333334
1317,57,0.2
1298,105,0.7272727272727273
36,115,1.0
800,122,1.0
914,86,1.0
3309,87,1.0
2352,9,0.6
255,25,1.0
3324,20,0.2857142857142857
136,57,1.0
3304,43,0.7391304347826086
3200,47,1.0
138,106,0.8
3318,81,1.0
238,8,0.5
174,100,0.7
451,60,0.75
2953,51,0.0
3317,19,1.0
978,8,0.4444444444444444
245,9,0.8333333333333334
3318,86,0.7307692307692307
2743,48,1.0
342,61,1.0
783,122,1.0
7,9,1.0
390,120,0.5416666666666666
1,23,1.0
6,91,0.8333333333333334
3260,118,0.6296296296296297
3301,81,1.0
346,85,0.2857142857142857
3281,56,0.75
27,114,0.6818181818181818
1240,29,0.5
172,97,0.75
439,118,0.0
3277,71,0.5454545454545454
431,18,0.8461538461538461
2173,7,0.5263157894736842
3262,111,0.3076923076923077
917,26,1.0
107,115,1.0
2068,105,0.8888888888888888
1257,122,0.8333333333333334
1584,1,0.18181818181818182
267,8,0.42857142857142855
2482,108,1.0
2365,15,0.0
2045,117,1.0
3263,11,1.0
1592,31,1.0
420,63,0.7857142857142857
90,115,1.0
446,5,1.0
1450,47,1.0
1583,66,1.0
2345,7,0.0
887,2,0.8333333333333334
1572,23,1.0
418,78,0.0
1575,30,1.0
1102,47,0.75
2931,113,0.0
70,66,0.0
172,122,0.8461538461538461
77,15,0.7586206896551724
2465,108,1.0
3305,8,0.8
2146,23,1.0
2470,32,1.0
2016,11,1.0
883,26,1.0
410,43,0.5
465,23,0.7692307692307693
2332,77,0.0
2684,31,0.0
1101,2,1.0
3271,107,1.0
437,71,1.0
2922,32,1.0
3305,38,0.8
141,3,0.6666666666666666
2129,23,1.0
2453,32,1.0
69,34,0.5
749,108,1.0
3270,20,1.0
1836,64,0.6
434,93,1.0
82,11,1.0
1438,50,0.4
3277,79,0.7272727272727273
3241,31,0.75
620,19,0.0
1978,34,0.0
2323,15,0.0
249,88,0.6
40,62,0.75
3311,34,0.8181818181818182
2549,27,0.0
2785,95,0.0
49,56,0.0
291,23,1.0
1015,114,0.3333333333333333
2578,122,0.5714285714285714
1186,117,0.75
165,87,1.0
290,95,1.0
2792,86,1.0
134,95,0.9166666666666666
69,7,1.0
73,77,1.0
752,47,1.0
590,113,0.0
1518,58,0.75
283,6,0.0
287,117,1.0
2573,77,1.0
399,31,1.0
102,20,0.5294117647058824
2007,9,1.0
161,47,1.0
153,11,1.0
1492,64,0.625
164,55,1.0
181,85,1.0
2032,100,0.42857142857142855
978,107,0.3333333333333333
2181,91,0.0
1068,50,1.0
3322,88,0.75
557,14,0.6666666666666666
157,7,1.0
144,47,1.0
161,77,1.0
258,11,1.0
262,81,1.0
2835,43,0.8888888888888888
844,117,1.0
35,7,1.0
1475,64,0.75
153,41,1.0
3261,89,0.3333333333333333
164,85,1.0
137,86,0.84375
3325,9,1.0
800,89,0.0
1415,110,1.0
3281,35,0.5789473684210527
152,113,1.0
2977,9,0.5
140,7,1.0
3329,92,0.75
258,0,0.0
262,111,1.0
143,15,1.0
3325,39,1.0
367,70,0.0
2617,79,0.75
2405,118,0.6875
3280,25,0.6666666666666666
241,0,0.0
132,1,1.0
1071,6,0.8333333333333334
3300,120,0.75
257,9,1.0
492,95,1.0
3276,47,0.7142857142857143
1299,95,0.9
3325,69,1.0
3324,6,1.0
266,19,0.8333333333333334
2061,9,1.0
3312,121,0.75
1,20,0.0
3296,26,0.875
1041,70,0.8333333333333334
3002,47,0.8
158,30,0.8
2050,112,0.125
180,105,0.6071428571428571
2945,119,0.7142857142857143
475,95,1.0
186,105,0.6153846153846154
589,59,1.0
3307,6,1.0
1478,74,1.0
190,57,0.2
1137,95,0.37037037037037035
3312,64,1.0
1487,68,1.0
3182,11,0.0
3315,89,0.3333333333333333
1584,96,0.0
3308,98,1.0
27,120,0.8
455,100,0.75
580,79,0.7894736842105263
246,30,0.8
552,35,0.0
1003,121,0.35
2724,72,1.0
2950,43,0.5
133,81,0.8666666666666667
166,23,0.6666666666666666
94,54,0.5
94,95,1.0
3308,0,1.0
2052,105,1.0
455,86,0.4
1100,85,0.6
102,43,0.8333333333333334
9,34,1.0
251,69,0.7272727272727273
294,116,0.6
333,43,1.0
559,14,0.75
267,57,0.6666666666666666
450,15,1.0
434,60,0.5
2153,11,1.0
283,25,0.6666666666666666
3317,35,0.6190476190476191
81,50,0.0
3144,105,0.0
2015,56,0.5
2015,97,1.0
300,88,0.0
349,85,0.041666666666666664
2889,34,0.6666666666666666
8,2,1.0
1562,23,0.75
206,85,0.5833333333333334
2014,35,1.0
753,47,0.75
437,97,0.5909090909090909
83,1,0.7142857142857143
143,61,0.9285714285714286
137,81,0.9166666666666666
3324,50,0.5714285714285714
941,120,0.2
1855,86,0.7058823529411765
3293,77,0.8095238095238095
2082,117,0.2
1445,81,0.0
284,81,0.7142857142857143
3298,56,0.5714285714285714
3266,111,0.5
105,100,1.0
2264,26,0.8
844,34,0.8235294117647058
3298,34,1.0
266,32,0.8888888888888888
502,47,0.6956521739130435
1063,63,0.0
2593,69,1.0
142,118,0.5681818181818182
96,2,1.0
651,27,1.0
2707,34,1.0
2608,79,0.8
3278,26,1.0
84,117,0.5
2694,86,0.0
3260,62,1.0
88,100,1.0
453,61,0.9230769230769231
189,105,1.0
404,32,0.75
3290,44,0.8333333333333334
3258,57,0.45454545454545453
3203,47,0.6388888888888888
262,92,0.6
1310,77,0.0
1670,78,1.0
96,32,1.0
3261,26,1.0
860,39,1.0
71,100,1.0
3273,79,0.48484848484848486
1549,66,1.0
3312,117,0.8888888888888888
1873,34,0.0
165,79,0.8461538461538461
172,105,1.0
431,78,0.8571428571428571
249,91,0.7916666666666666
26,10,0.0
2005,32,1.0
1750,105,0.0
30,80,0.0
144,44,0.625
2074,114,0.5
3320,24,0.6666666666666666
3261,56,1.0
241,55,0.6666666666666666
3272,100,1.0
205,95,0.8571428571428571
77,100,0.8947368421052632
823,91,0.9166666666666666
3199,12,0.6666666666666666
269,28,0.0
1516,111,0.0
449,70,0.7450980392156863
840,61,1.0
1063,25,0.0
641,78,0.3333333333333333
215,61,0.6666666666666666
1276,77,0.0
979,91,0.8
2066,51,0.6153846153846154
2943,64,0.6666666666666666
43,70,0.875
164,25,1.0
151,65,1.0
155,19,0.75
268,37,1.0
365,64,0.5
43,56,0.4
30,53,1.0
1277,95,0.125
1519,62,1.0
27,86,0.6923076923076923
3306,35,0.6
3319,79,0.8125
2300,58,0.0
147,25,1.0
2077,95,1.0
151,95,1.0
1137,47,0.6
3279,34,0.7333333333333333
1999,106,0.8
2907,43,1.0
3016,84,1.0
3307,50,0.6666666666666666
63,26,1.0
132,97,0.8461538461538461
1653,40,1.0
256,95,1.0
940,51,0.7777777777777778
219,120,0.4090909090909091
1134,25,0.0
1624,38,1.0
260,37,1.0
147,55,1.0
150,62,1.0
2417,60,0.0
3315,15,0.5
171,34,1.0
445,28,0.0
508,2,0.8
2018,56,0.6
2413,7,1.0
1134,55,0.0
3323,122,1.0
600,43,1.0
2873,43,1.0
813,95,1.0
1741,40,1.0
2080,34,1.0
255,38,1.0
1387,113,0.23529411764705882
3314,24,1.0
142,62,1.0
725,27,1.0
826,31,1.0
222,95,1.0
255,95,0.8666666666666667
1489,34,1.0
134,26,1.0
1473,79,0.75
259,34,1.0
2265,26,0.5
3280,117,0.7142857142857143
230,119,0.6875
27,107,0.3333333333333333
139,95,0.8333333333333334
3305,19,0.75
3305,60,1.0
2063,34,1.0
1493,117,0.0
3309,2,1.0
146,44,0.8333333333333334
449,71,1.0
139,84,0.8
3106,47,0.6923076923076923
3285,11,0.75
2058,18,0.6923076923076923
1570,43,0.0
168,117,0.6666666666666666
340,31,1.0
448,9,1.0
2059,122,1.0
1522,62,0.6428571428571429
1492,72,1.0
150,24,1.0
558,100,0.5
914,31,1.0
931,61,1.0
2139,120,0.0
3326,62,1.0
88,81,0.6
142,122,1.0
449,101,1.0
1963,34,0.8333333333333334
340,61,1.0
431,9,1.0
29,11,0.8
3289,24,1.0
432,84,0.75
3273,69,0.75
2059,24,1.0
887,34,0.8076923076923077
2560,35,0.6666666666666666
537,30,0.0
142,34,0.8333333333333334
3309,62,1.0
447,119,0.3728813559322034
3311,111,0.8
1025,47,0.4489795918367347
2051,122,1.0
3275,118,0.17857142857142858
3306,71,0.5555555555555556
105,97,0.5
2048,114,0.55
2941,66,1.0
171,23,0.6
3268,41,0.0
6,26,1.0
238,24,1.0
1019,61,1.0
560,70,0.5357142857142857
419,26,0.5
3099,47,1.0
2693,8,0.0
3292,62,1.0
2034,122,1.0
2365,64,0.0
2353,86,0.0
1824,78,1.0
143,120,0.8181818181818182
238,70,0.8333333333333334
2059,84,1.0
2478,111,1.0
26,95,0.6666666666666666
3275,62,1.0
2790,106,0.75
393,105,0.6
456,47,0.5833333333333334
2017,122,1.0
98,96,1.0
2239,23,0.0
209,47,0.576271186440678
260,38,0.3548387096774194
3292,35,0.3333333333333333
553,14,0.4
2050,120,1.0
2324,114,0.375
1434,37,0.0
2132,9,0.5454545454545454
176,97,0.5
101,61,0.7272727272727273
3259,50,1.0
1333,50,1.0
2211,9,0.21052631578947367
2414,26,0.8181818181818182
993,86,0.875
3263,120,1.0
2940,8,0.4
997,69,1.0
3279,88,1.0
159,97,0.5
760,66,0.8
3307,20,0.8571428571428571
2261,11,0.2
1067,78,0.6
442,91,0.3333333333333333
259,116,0.6666666666666666
598,78,0.6
1040,81,0.3157894736842105
3326,81,0.6
2894,50,0.75
964,114,0.75
2663,34,0.0
760,84,0.6923076923076923
979,7,1.0
423,11,0.8333333333333334
282,26,0.7857142857142857
179,24,1.0
2931,31,1.0
354,47,0.7
3259,110,1.0
1652,79,0.0
490,86,0.0
1562,1,1.0
2117,26,1.0
175,112,1.0
1625,100,0.7368421052631579
3111,105,0.9090909090909091
287,32,1.0
304,62,1.0
2457,3,1.0
1550,30,1.0
54,100,1.0
296,26,1.0
506,71,1.0
1753,113,0.0
263,41,0.0
267,111,0.75
3262,19,1.0
2323,31,1.0
2084,112,1.0
1533,29,1.0
3124,105,1.0
157,50,1.0
2424,48,0.0
302,86,0.26666666666666666
655,35,0.5384615384615384
1651,64,1.0
3301,43,0.8260869565217391
2205,26,1.0
2190,117,0.18518518518518517
145,37,0.75
3285,66,0.6666666666666666
162,108,1.0
800,48,0.6
1494,34,0.5454545454545454
2081,50,0.4
2746,86,0.6
287,92,1.0
1525,91,0.16666666666666666
1597,9,0.0
1468,8,0.6666666666666666
979,69,0.9230769230769231
27,74,1.0
145,108,1.0
427,114,0.7333333333333333
2063,31,0.0
261,98,1.0
148,116,1.0
3313,69,0.75
3313,110,1.0
2626,122,0.5
2869,30,0.0
3263,79,0.7692307692307693
132,50,1.0
3292,43,0.6
908,86,0.6
3321,91,0.9
98,47,0.6
258,3,0.5555555555555556
2499,118,0.0
255,8,1.0
3309,29,0.5
121,19,0.0
1334,81,0.6470588235294118
2768,43,1.0
965,115,0.7272727272727273
2714,35,0.6666666666666666
2151,31,0.5
1378,47,1.0
1827,23,0.0
149,110,1.0
250,114,1.0
2357,9,0.14285714285714285
3292,29,0.5
246,32,0.7777777777777778
2474,55,0.6666666666666666
686,43,1.0
135,88,1.0
3313,42,1.0
1487,117,1.0
597,40,1.0
2491,118,0.0
132,110,1.0
1517,107,0.8
1118,18,0.0
2968,91,1.0
3275,29,0.5
3306,81,0.8947368421052632
3297,111,0.43478260869565216
2758,63,0.5833333333333334
3323,81,0.7857142857142857
2041,43,0.16666666666666666
2066,42,1.0
103,121,0.0
138,79,0.7857142857142857
1554,64,0.7
95,85,0.0
449,0,0.2857142857142857
967,114,0.6
3304,108,1.0
1135,78,0.75
151,79,0.8571428571428571
212,57,0.0
2191,97,0.3333333333333333
3295,9,1.0
1064,86,0.4473684210526316
3180,11,0.2857142857142857
540,8,0.0
2016,57,0.625
86,121,0.0
446,81,0.625
449,57,0.7272727272727273
450,64,1.0
2414,60,1.0
2704,9,1.0
560,74,0.7777777777777778
2,30,1.0
3304,118,0.5526315789473685
334,57,0.43478260869565216
2821,74,0.75
3262,98,0.6
3312,69,1.0
2001,113,0.7142857142857143
2338,95,0.6
1566,8,0.0
449,2,0.8
191,97,0.875
61,85,0.0
2154,31,0.0
2692,26,0.5
308,110,1.0
3295,69,1.0
2384,26,1.0
3299,11,1.0
2370,32,0.2857142857142857
3266,26,0.875
1357,97,1.0
255,31,0.8888888888888888
2262,26,1.0
288,61,0.375
2586,35,1.0
316,1,0.0
757,62,0.0
299,105,0.0
413,69,0.0
886,63,0.8333333333333334
980,95,0.7777777777777778
432,32,1.0
60,53,0.75
3269,63,0.7777777777777778
1651,1,0.0
81,66,1.0
1189,78,0.75
2993,122,0.6
3302,66,0.8571428571428571
979,63,0.7777777777777778
1068,66,0.5
2916,95,1.0
253,43,0.6
3265,24,0.75
90,95,0.8
279,9,0.7525773195876289
178,19,0.75
249,64,0.9090909090909091
250,21,0.75
170,117,0.75
2224,120,1.0
3289,118,0.41935483870967744
523,40,0.8
249,3,0.6
438,2,0.5714285714285714
2002,114,0.8333333333333334
3265,95,1.0
1642,97,0.0
3270,57,0.42105263157894735
3269,37,1.0
986,84,1.0
2006,40,1.0
43,119,0.625
258,87,0.5
1067,64,0.5
132,17,0.75
2011,97,0.8
842,95,0.45454545454545453
51,51,0.0
228,81,0.5945945945945946
235,11,0.6
160,108,1.0
446,47,0.8888888888888888
2577,62,1.0
285,116,1.0
614,7,0.875
437,117,0.7692307692307693
165,32,1.0
35,113,0.1875
2411,47,0.4666666666666667
265,108,1.0
1530,9,0.6923076923076923
1299,62,0.2857142857142857
32,86,0.45454545454545453
2103,34,1.0
978,43,0.4117647058823529
241,117,0.5
954,50,0.4
1637,0,0.5
299,50,0.2
248,108,1.0
3258,100,0.8571428571428571
470,9,0.6875
823,26,0.9090909090909091
160,50,0.8333333333333334
329,30,0.6666666666666666
288,25,0.8
156,98,1.0
58,101,1.0
2064,93,0.75
2188,69,0.4
3273,118,0.42857142857142855
504,86,1.0
612,64,1.0
651,35,0.7
827,32,1.0
3199,104,0.75
244,27,0.0
480,95,0.75
571,43,0.0
685,84,0.6666666666666666
2183,91,0.25
3278,23,0.6666666666666666
155,65,1.0
2638,122,0.6923076923076923
721,0,1.0
2765,34,1.0
919,31,0.0
30,58,1.0
3283,81,0.9166666666666666
896,114,0.52
223,85,0.0
34,53,1.0
2073,30,1.0
211,113,0.0
135,58,1.0
138,65,1.0
155,95,1.0
2068,18,0.8333333333333334
109,22,0.0
2064,66,1.0
2031,81,0.0
1134,30,0.0
2065,112,0.7894736842105263
1431,15,0.2
1833,25,1.0
3311,7,0.8333333333333334
1267,91,1.0
3294,95,1.0
1091,112,0.7058823529411765
800,64,0.2857142857142857
166,119,0.8181818181818182
2824,120,0.25
494,120,0.6428571428571429
3316,117,0.5454545454545454
272,120,0.3333333333333333
134,1,1.0
166,69,0.7333333333333333
357,6,1.0
259,9,1.0
450,70,0.7758620689655172
85,103,0.0
3314,35,1.0
252,95,0.8
1364,101,0.8333333333333334
226,95,1.0
3265,79,0.9166666666666666
165,43,0.5217391304347826
3290,85,1.0
2010,17,0.75
883,95,0.8823529411764706
250,2,0.7272727272727273
3269,79,0.9090909090909091
2384,9,0.4
456,50,1.0
3297,35,1.0
2038,43,0.3684210526315789
2148,2,1.0
3264,50,0.5
206,47,0.84375
145,122,0.8571428571428571
2048,112,0.5714285714285714
1087,26,0.0
250,77,0.8888888888888888
359,95,0.8181818181818182
978,120,0.0
2148,32,1.0
3264,121,1.0
162,86,0.8709677419354839
2018,113,0.5
2929,69,1.0
2475,48,1.0
3289,29,1.0
2362,31,0.0
2010,118,1.0
1010,26,0.7894736842105263
3320,111,0.6666666666666666
1358,31,1.0
2706,77,0.0
1119,112,1.0
431,34,0.6129032258064516
2034,97,1.0
993,42,1.0
608,19,0.6
2131,32,1.0
3016,64,0.0
1690,105,1.0
3264,110,0.5
3325,119,0.8181818181818182
3020,47,1.0
267,35,0.52
1476,117,0.5714285714285714
407,26,0.9333333333333333
2345,31,0.0
758,66,1.0
3284,61,1.0
264,60,0.6666666666666666
2689,77,0.0
184,95,1.0
1658,78,0.625
3263,65,1.0
3280,95,1.0
151,111,0.75
3300,44,0.5294117647058824
851,47,0.75
560,94,0.3333333333333333
2328,31,0.0
2345,61,0.0
2033,8,0.3333333333333333
3267,61,1.0
856,105,0.5625
66,91,1.0
83,121,1.0
1330,47,0.7090909090909091
1599,69,0.2
3259,25,1.0
265,105,0.8125
348,105,0.7
2349,84,0.8333333333333334
2365,47,0.05263157894736842
2903,30,1.0
1506,44,0.5
1996,57,1.0
2428,3,0.5
3273,106,0.4489795918367347
2361,32,0.35714285714285715
147,86,0.6744186046511628
1137,91,0.2222222222222222
2016,112,0.8571428571428571
247,119,0.7916666666666666
2352,118,0.18181818181818182
31,18,0.7142857142857143
30,25,0.625
389,97,1.0
1069,89,0.0
888,9,0.9047619047619048
420,106,0.7272727272727273
162,23,1.0
453,95,0.8888888888888888
255,84,0.75
272,114,0.5
3124,50,1.0
146,85,1.0
3310,77,0.7916666666666666
271,93,1.0
1642,86,0.3333333333333333
1261,115,0.6
3045,122,0.7
362,6,0.7142857142857143
145,23,1.0
162,53,1.0
1994,97,0.8
3314,77,0.9090909090909091
284,29,1.0
1065,66,1.0
2532,122,1.0
105,38,0.8888888888888888
557,5,0.6
495,105,0.4
3314,100,0.75
3168,47,0.5789473684210527
57,26,0.3333333333333333
2088,100,0.3333333333333333
1185,113,0.16666666666666666
1517,91,1.0
27,19,1.0
165,118,0.5254237288135594
599,74,1.0
145,53,1.0
1093,112,0.9230769230769231
2245,34,0.2
252,8,0.5454545454545454
2298,87,0.0
3116,61,0.8333333333333334
711,122,1.0
166,25,1.0
56,112,0.7272727272727273
1175,69,0.23076923076923078
449,13,0.0
3293,107,0.6666666666666666
3318,113,1.0
3329,23,1.0
1946,34,0.75
258,65,1.0
2205,31,1.0
3300,21,1.0
258,122,0.8666666666666667
460,86,0.0
2051,34,0.5
3301,113,1.0
3311,117,0.8461538461538461
27,95,0.8333333333333334
550,112,0.7142857142857143
2395,81,0.0
3317,40,0.875
3326,97,0.5714285714285714
132,25,1.0
149,55,1.0
1827,9,1.0
2269,11,0.0
2252,115,0.875
3321,23,1.0
258,79,0.7894736842105263
252,106,0.8095238095238095
3267,38,0.4444444444444444
243,34,0.5714285714285714
136,21,1.0
6,9,1.0
1520,77,0.3333333333333333
132,55,1.0
246,19,1.0
1118,7,0.6
230,64,0.75
3304,23,1.0
3277,24,0.0
3327,38,0.8
234,47,1.0
2139,35,0.0
3082,122,0.7777777777777778
3316,24,1.0
2985,9,0.3333333333333333
92,22,0.0
1628,38,0.8
3203,48,1.0
3263,31,0.7777777777777778
3020,91,0.6666666666666666
455,31,1.0
3304,53,1.0
893,97,0.0
1236,27,0.0
3288,98,0.75
2612,48,1.0
3313,63,0.5833333333333334
2381,32,1.0
34,31,0.3333333333333333
552,100,1.0
401,9,0.2
1315,47,0.6
3308,106,0.7894736842105263
2352,117,0.0
861,79,0.42857142857142855
165,81,0.52
237,85,1.0
249,0,0.3333333333333333
445,44,0.5454545454545454
427,105,0.75
892,112,0.9333333333333333
10,11,1.0
3303,20,1.0
2223,69,0.0
3269,61,0.4666666666666667
1123,81,0.625
1571,23,1.0
2584,17,0.0
69,66,0.875
782,84,1.0
2113,100,0.75
288,20,0.6
139,81,0.6470588235294118
555,91,0.2857142857142857
1767,63,0.7142857142857143
434,84,0.8125
882,26,1.0
139,69,0.8181818181818182
848,9,0.6333333333333333
859,97,0.0
3303,50,1.0
2612,108,1.0
2121,32,0.0
265,20,0.7142857142857143
85,51,1.0
141,65,0.6666666666666666
166,30,0.875
656,43,1.0
3283,42,1.0
3286,50,1.0
157,110,0.6
967,105,0.0
3279,106,0.8
2481,79,0.8333333333333334
3291,108,1.0
3322,3,0.6666666666666666
555,69,1.0
3266,42,1.0
2143,9,0.8
57,20,0.0
753,8,1.0
171,118,0.0
3266,30,0.7777777777777778
142,30,0.8888888888888888
421,97,1.0
2002,117,1.0
432,7,1.0
2476,41,1.0
1068,11,0.75
262,86,0.6
3274,108,1.0
64,11,1.0
292,32,0.875
437,65,1.0
555,99,1.0
2016,35,1.0
896,9,0.8
221,113,0.23076923076923078
3124,47,0.75
2230,34,0.5
388,8,0.0
447,105,0.6842105263157895
178,98,0.5
420,65,1.0
437,95,1.0
3007,105,0.75
300,115,1.0
1999,35,1.0
69,99,1.0
493,8,0.0
859,63,0.6363636363636364
3283,3,0.8
573,91,0.6
1177,111,0.0
1278,115,0.75
152,11,1.0
853,26,0.8333333333333334
2573,35,1.0
27,121,0.7222222222222222
3298,74,0.2727272727272727
3013,34,1.0
1525,100,0.5
176,95,0.5384615384615384
443,112,0.8888888888888888
3288,63,0.6153846153846154
266,98,0.75
432,114,0.8571428571428571
1064,31,0.0
140,28,0.0
144,98,0.0
1994,43,1.0
2976,9,0.0
1605,34,0.0
35,58,0.75
589,20,0.0
3325,101,1.0
265,53,1.0
2326,117,1.0
840,115,1.0
3290,97,0.8636363636363636
43,47,0.8333333333333334
39,95,1.0
241,62,0.0
2312,95,1.0
1637,120,1.0
589,50,0.5
2284,34,0.0
38,8,1.0
248,53,1.0
1740,40,0.8
63,61,0.8571428571428571
1278,77,0.5
139,13,1.0
156,43,1.0
371,11,1.0
1596,100,0.75
2919,43,0.8181818181818182
3143,47,0.6111111111111112
1636,105,0.3333333333333333
2842,74,0.9090909090909091
2170,100,0.5
1625,44,1.0
143,9,1.0
2292,117,1.0
2515,122,1.0
3328,40,1.0
389,120,0.6363636363636364
2007,93,0.6666666666666666
3312,85,0.75
431,60,0.7142857142857143
3293,111,0.3076923076923077
3307,34,0.9090909090909091
241,35,1.0
2413,31,1.0
72,100,0.8888888888888888
307,110,0.3076923076923077
18,31,1.0
21,38,1.0
110,54,0.0
3301,7,0.8461538461538461
228,88,0.5
3279,119,0.7931034482758621
1365,15,0.0
135,3,1.0
3325,62,0.8
3281,107,0.6
3290,34,0.9090909090909091
2219,117,0.7333333333333333
1581,43,0.42857142857142855
1628,25,0.3333333333333333
2623,118,0.0
221,95,0.45454545454545453
3303,17,0.75
2069,112,0.4
228,118,0.0
352,97,0.1111111111111111
874,91,0.5
1482,4,1.0
361,61,0.8333333333333334
150,89,0.3333333333333333
244,88,0.38461538461538464
2128,34,0.6
3287,79,0.8125
8,34,1.0
2047,11,1.0
2275,32,0.0
3266,56,0.6666666666666666
3308,92,1.0
70,47,0.8421052631578947
446,119,0.7027027027027027
3310,38,1.0
1486,30,1.0
163,25,0.7
2153,62,0.0
23,31,0.2
3290,30,1.0
3307,60,1.0
3294,100,1.0
2395,100,0.3333333333333333
3308,3,0.38461538461538464
2187,34,0.8
3310,84,0.8333333333333334
164,98,0.6
1595,100,1.0
2435,105,0.6666666666666666
919,9,1.0
1067,34,0.6666666666666666
2572,86,0.42857142857142855
3130,91,0.6
181,84,0.8125
153,87,0.6666666666666666
254,71,0.7272727272727273
3281,66,1.0
3265,111,0.75
2119,32,0.5
3313,26,0.8181818181818182
1552,79,0.6
781,95,1.0
3290,60,1.0
