ques,skill
4452,87
7580,86
9660,122
14022,25
2055,78
6229,122
6625,122
5288,93
14866,121
11972,60
6261,74
2106,43
5843,86
6085,114
15259,52
9459,105
13781,84
14263,87
4706,88
12127,119
451,119
3302,69
7039,112
12185,60
14320,69
13379,40
12286,112
2682,95
11782,84
6056,86
10371,106
13103,105
7566,43
13483,97
2459,23
4396,47
9327,70
6655,122
796,9
12031,7
12659,64
5873,86
2774,34
12920,105
10322,106
12765,2
8959,88
10220,58
2410,23
5624,25
261,79
10798,35
10896,112
12157,119
4347,47
13293,121
13788,100
14031,87
6210,122
5269,93
14410,83
11215,94
2853,34
136,84
13408,44
2329,34
15667,119
414,65
7205,121
6360,66
13506,121
15606,109
9357,70
11927,7
10671,115
7818,92
3563,86
10192,117
10352,106
4507,120
8989,88
7418,121
10847,48
7156,121
5800,79
9671,122
10664,112
14657,81
2742,95
8487,106
11957,34
8889,86
5854,86
4513,56
10941,97
7235,121
10141,7
2873,26
3852,81
11555,27
10013,7
12790,8
14755,94
10701,115
8345,107
2297,95
4988,56
4148,79
14423,35
9134,38
376,15
7186,121
7320,121
14164,40
694,95
14687,81
11170,41
13209,113
15122,9
11134,118
196,84
12543,23
5705,84
15652,9
3107,85
14898,35
4227,79
10173,117
4543,56
4622,120
167,26
8037,112
9809,69
14974,30
5819,105
4900,64
4698,115
2043,70
4775,69
13820,122
8104,58
13424,122
7350,121
9067,105
1899,62
9447,97
13172,86
10682,115
5709,95
8326,107
4573,56
8840,99
13329,6
7429,121
13334,121
8067,112
9839,69
2778,115
12428,19
1212,34
3474,84
6781,85
6822,86
8405,107
10196,77
14585,46
3525,86
14483,35
4879,18
8616,61
14006,110
1885,19
2375,112
7375,6
2187,61
8018,112
8197,114
1942,1
6295,47
15059,87
5637,47
9407,38
10964,70
9071,89
4360,69
8097,112
15017,90
2326,112
12023,91
13539,122
1775,9
7114,86
6214,95
12831,35
6508,47
8588,120
12817,100
15709,88
14909,35
14298,110
1480,91
4876,70
4991,57
10257,70
7148,84
13053,84
4825,24
7065,86
12648,35
6803,86
6440,34
6963,38
14002,4
14962,46
2835,110
10994,70
9175,38
2069,82
8597,61
2053,74
2168,61
13321,20
12085,43
3090,107
3687,97
3783,34
12861,35
14358,16
15593,34
12585,100
6914,38
9591,101
3268,113
329,50
10945,70
6616,115
7312,84
4277,47
4015,47
5658,119
3734,34
4739,78
12463,110
5396,119
644,61
6475,112
12380,112
13060,100
11125,122
3233,11
6849,30
12539,105
7305,44
519,66
11592,2
9200,108
9797,98
6944,38
9158,111
12986,43
3550,105
4651,86
6208,118
3087,78
7256,44
7798,98
9279,108
15621,109
14339,16
674,61
9237,111
15156,9
5560,82
4586,105
9572,101
4820,43
2148,95
3397,11
8832,62
7294,43
7335,44
13961,70
2087,85
10609,97
2541,26
6159,118
10144,34
5815,79
11063,38
11305,66
12444,110
15451,48
12779,100
11819,21
12798,113
4537,105
4752,30
4771,43
7152,44
13057,44
8857,11
6634,118
6238,118
7286,44
11474,23
2721,78
10720,86
6532,70
10794,35
11835,2
15186,9
2536,32
4764,40
576,61
11613,74
5245,84
7499,44
2351,23
9835,43
10176,107
7237,44
6189,118
7779,98
12287,18
13362,47
3429,57
10831,38
12462,19
14568,81
14702,81
15137,9
10734,105
12110,62
5701,34
11606,34
4928,84
8538,86
7316,44
4558,56
7280,121
7409,6
3785,69
153,79
7450,44
9368,18
13179,47
12078,29
5796,79
8669,17
11145,90
10386,38
14739,84
10685,105
6712,14
4518,105
10960,44
8971,89
10206,107
4502,97
5013,47
9903,69
4273,8
11661,91
12358,19
1279,9
7652,114
12619,60
7371,101
15167,9
1664,116
4993,105
4597,105
8207,107
11636,34
10340,43
10722,108
6608,78
5749,88
8440,86
8922,89
8916,15
9854,69
4632,62
4224,8
10859,113
11712,29
13591,112
14683,81
4268,51
3368,23
10715,105
4870,119
13533,107
14465,87
15081,90
9933,69
1309,9
9349,18
12522,19
1443,9
3542,95
6374,32
7535,64
8237,107
6217,85
13586,118
3715,23
13746,107
8572,97
6693,14
13107,120
289,101
10509,121
14435,100
2281,61
3657,18
11642,91
6494,70
12339,19
5258,93
13813,53
2734,43
8606,95
6075,86
9583,77
9220,25
5469,47
13831,107
15629,16
8903,89
3796,69
1473,9
2433,51
13613,113
11827,29
7565,64
12873,74
12014,84
13616,118
3208,47
14928,90
11934,91
9914,69
15062,90
1686,9
1290,9
4886,113
1424,9
8738,106
3590,85
3664,34
6322,84
11126,66
8636,95
12246,97
6179,35
14426,108
3025,47
14481,44
2262,61
13878,118
9749,86
8689,106
5635,56
7748,77
3379,23
14000,121
5679,99
6928,15
1639,18
10945,112
5991,105
12653,84
7546,64
13451,64
15504,34
2009,2
3055,47
12100,100
12496,100
13511,78
13597,118
8717,60
2292,61
14506,114
12412,106
137,43
13967,65
8719,106
2088,2
3571,85
5780,43
7382,77
436,110
11107,66
12227,97
12709,100
13925,68
771,100
15441,99
7937,70
4816,30
4962,84
975,95
14241,75
94,117
713,95
4483,86
11637,2
11986,119
12306,97
1764,26
4496,25
8670,106
8863,6
15654,99
9372,112
15695,100
9506,112
10822,18
2957,47
10882,69
9404,101
11699,62
3196,63
5054,23
7167,44
12442,106
926,95
4536,97
5188,23
1201,34
664,95
5972,105
6253,118
3675,34
8749,106
9883,35
12257,97
1063,100
144,59
15471,99
3036,47
1453,26
15209,99
10699,69
10300,94
4931,74
743,95
7044,95
12608,31
877,95
14501,12
15404,45
3855,86
9834,35
10035,25
4660,25
7363,77
35,8
1666,26
1270,26
6336,8
2946,9
7918,70
8515,60
12125,62
3226,63
232,64
4024,43
956,95
4566,97
5218,23
1231,34
7197,44
12472,106
11967,119
1349,26
8684,17
11387,69
1483,26
3885,113
9353,112
13522,78
15239,99
14036,70
2501,9
3177,63
5035,23
11463,64
12423,106
4517,97
5169,23
15040,118
5752,78
11784,119
13694,40
2059,78
4332,51
5292,93
2439,70
3927,2
5410,85
437,65
14367,25
12393,119
6446,122
3915,113
5646,69
16,8
1499,91
12294,113
3028,61
10375,106
5227,85
12945,43
12453,106
5199,23
4139,43
3220,2
3688,107
4285,97
9519,121
11291,78
14084,87
11948,119
9364,18
6659,122
14362,68
1029,61
5322,93
5638,70
9334,112
10588,106
5877,86
12938,40
321,11
467,65
15686,84
8961,15
12161,119
3945,113
1529,91
6751,61
5273,93
5956,86
6090,86
3237,63
8806,77
12094,65
9040,15
13073,120
14114,87
4348,8
6032,81
9361,70
6689,122
1092,9
118,32
3896,113
3910,11
5608,19
1513,2
6169,86
3130,85
5907,86
7679,43
13061,2
6041,86
10356,106
1939,110
2536,100
12665,2
12885,5
10254,58
2926,26
13064,7
8991,15
15051,118
15199,16
7043,61
7103,112
6640,122
1010,61
5303,93
1827,54
2947,85
6120,86
6194,35
8341,98
5858,86
9072,88
7501,121
8153,47
12529,77
1890,110
7239,121
9044,26
508,79
9708,6
10250,60
11009,112
14760,90
1122,9
5934,81
827,61
12059,84
5254,93
14495,21
5937,86
6575,77
12695,2
1621,70
12920,120
13357,121
14551,101
8847,91
10619,48
4807,47
10201,60
6013,81
9342,70
1040,61
3635,85
3676,86
5333,93
7561,64
200,84
1494,2
6150,86
12547,23
5888,86
7022,15
8183,47
8579,47
1920,110
7269,121
13174,121
6980,18
10235,58
15442,16
3650,70
12654,122
9118,32
11198,105
11346,40
5788,84
17,84
3842,11
9532,86
5564,110
2102,6
6973,15
7952,70
4502,57
7616,121
7220,121
14058,60
10231,60
594,95
4900,66
6512,34
3444,86
9685,35
14060,106
5918,86
12145,100
9885,66
4522,120
5601,113
7299,121
7428,6
807,95
6371,31
7961,11
11552,0
545,95
1216,34
5591,105
12119,84
6348,84
12917,64
1334,26
4997,120
7817,3
7003,15
5728,110
10117,79
11323,113
1889,19
4069,30
7250,121
11531,62
1020,95
5409,64
1873,11
6510,82
10120,84
5670,105
3576,97
9099,32
15684,20
10716,115
1413,26
7896,3
10050,25
6586,77
2868,47
8217,58
4029,79
4552,120
2565,9
13921,68
9075,89
5402,61
13924,73
4020,30
10971,112
11131,64
575,95
5360,64
1246,34
1884,62
7118,86
8500,117
5299,54
11406,3
13926,119
7847,3
8296,58
14913,35
2745,61
4577,69
2516,9
7593,86
1963,62
8842,2
14222,117
3740,97
1197,34
10705,77
14832,46
12234,47
13951,68
3280,112
4978,120
1998,19
8247,58
2058,70
10897,18
11012,5
8601,61
11098,8
11232,8
13051,40
13532,84
14036,112
9693,30
739,95
3430,56
9302,108
10959,78
3094,107
40,57
11878,119
14374,107
6528,112
10031,25
6280,47
4272,79
14145,18
8814,61
5424,62
11214,75
12826,43
8481,117
11695,119
1227,34
4804,88
1593,91
13962,18
8277,58
6479,112
14545,110
13282,30
8631,61
1900,19
13185,97
11165,75
7574,86
7178,86
2381,26
3721,97
6558,112
8767,70
9290,111
861,61
1544,91
6948,38
8844,61
15253,52
13775,84
12856,43
13293,44
2823,115
3351,5
4311,47
9746,98
9283,108
10216,47
6174,122
10940,78
11336,78
11859,119
8777,7
11435,20
12775,91
13506,44
2807,26
2545,26
15523,34
15411,99
8797,70
15065,122
891,61
51,84
5618,25
12624,43
15697,106
475,119
516,120
4341,47
9723,6
10172,98
12004,69
12904,97
7890,39
14621,81
6016,71
83,9
4653,53
9491,114
15630,52
2383,85
13852,21
11139,35
13117,97
12539,120
12217,69
3433,57
2418,79
14572,81
921,61
525,61
7008,38
11160,94
4933,43
6490,112
10100,114
11416,20
13947,29
14544,19
8542,86
326,117
7320,44
14211,75
7284,121
9665,122
12034,69
2526,26
6148,82
377,82
10652,38
4926,40
12557,110
13971,93
14651,81
872,61
2570,32
5421,19
1455,116
14361,19
8621,86
4507,56
10775,108
6747,118
5164,97
4586,120
10472,107
5733,25
13262,47
4322,47
11228,90
12362,19
12918,8
14822,84
5359,43
689,61
15171,9
1668,116
823,61
15391,12
5377,97
4981,97
344,26
7350,44
4537,120
7314,121
9986,69
10027,107
13797,98
14120,87
2938,91
2019,50
5830,79
6386,31
219,31
902,61
2600,32
4828,40
11397,20
4437,118
7429,44
13334,44
4616,120
5213,110
7522,6
5629,25
10106,107
12334,78
13468,44
9937,69
7265,121
9615,18
14266,24
1313,9
14632,81
2089,1
2653,43
5490,95
2510,31
8241,107
7878,55
6904,78
10756,108
300,77
4433,120
4622,56
4567,120
6697,14
7344,121
8956,89
9870,15
13970,110
3505,30
12068,80
3565,81
4685,112
12228,69
7637,114
14602,94
8320,107
10615,105
3146,97
7535,66
14541,84
11506,47
11621,34
13410,44
14343,99
14981,90
9967,69
3800,69
6577,70
1343,9
7697,101
6816,86
2762,107
2581,32
8271,107
8868,97
14176,107
14847,46
10786,108
4597,120
7940,7
14294,99
2181,61
8012,112
276,26
9280,41
9918,69
14051,112
14932,90
6850,84
1294,9
12507,19
10955,65
2111,2
2634,43
6404,34
1734,15
9081,97
11230,41
438,24
8222,107
11651,34
12114,24
13731,107
13354,120
2716,112
14141,5
214,50
9997,69
15011,90
11191,49
4267,70
10272,8
1373,9
7641,61
1870,61
9231,41
13285,20
2090,64
3907,23
3807,85
271,32
5423,54
12563,35
13945,66
15557,34
14877,46
3383,23
4985,57
14004,121
4104,79
4305,69
10774,111
1586,9
13644,74
6357,43
1324,9
3437,30
13382,74
2664,43
3624,85
3698,34
4777,64
6389,32
6797,86
5776,34
6213,35
7889,55
8252,107
13601,118
14023,107
11323,60
14460,108
304,101
2162,61
7993,112
2222,112
13301,122
2120,64
11561,117
12736,84
6602,32
15587,34
2488,2
3575,85
5177,119
9439,47
7546,66
9062,97
9585,101
4089,40
11040,122
14395,100
2270,8
11274,60
11998,91
14992,90
181,115
4207,32
10258,86
3453,95
15538,34
5390,119
14201,5
15321,36
12530,100
13958,18
14448,111
10890,70
4663,19
7951,7
15656,26
4327,70
6338,43
8974,105
11720,2
10605,86
12408,110
7812,77
7416,77
1745,15
12609,100
4945,119
7072,38
9152,111
13844,118
4119,40
14441,108
13802,121
15415,48
14518,62
10304,94
12583,84
384,43
14710,3
15615,109
15568,34
4093,24
12359,110
1536,26
7367,77
11674,7
7023,38
11431,20
12972,44
6549,118
7201,44
1615,26
9485,112
1749,26
11391,69
11625,7
12074,62
5604,61
10334,94
7280,44
5039,23
232,66
359,107
6319,43
11467,64
13143,47
15495,117
1828,26
7659,77
3022,6
15006,122
14617,81
15658,48
570,61
7053,38
2402,32
3260,63
11419,23
266,64
285,77
990,95
7773,98
10269,86
4338,97
13356,47
7731,101
1779,26
11655,7
12615,49
20,8
2615,32
125,61
2797,9
3339,63
4137,43
13748,19
4794,84
5069,23
7182,44
12457,106
4551,97
9086,120
6562,70
14647,81
14485,19
13392,91
6546,62
5742,8
4512,105
10417,105
2566,32
5444,85
7261,44
8355,86
34,64
4831,87
13386,47
13124,47
12590,113
50,8
2827,9
738,116
10509,44
3241,63
10151,107
5099,23
4958,47
4466,110
4581,97
7212,44
9848,69
10527,98
12487,106
13075,47
1358,9
2008,91
7712,101
6034,8
2839,19
8766,7
10544,38
10764,41
4542,105
1517,2
2040,43
2596,32
9789,105
4574,57
6742,14
3424,120
9343,18
12061,119
12672,7
13154,47
1175,9
2630,30
5990,86
10439,106
3808,2
4525,57
15282,16
7899,48
14764,90
3912,59
7742,101
4120,8
8600,95
1547,2
13665,118
9692,64
5941,86
4604,57
6772,14
13126,69
2785,25
3222,26
8294,25
11849,91
10789,111
12702,7
9025,15
15233,16
9608,70
11821,29
2922,30
4405,113
2908,95
6237,84
12142,84
2646,95
103,32
4845,119
3477,23
4523,105
5337,93
6416,86
6892,15
7530,43
10428,105
10648,108
13697,43
4555,57
14178,87
1924,110
14794,90
13352,8
15056,90
15666,19
1418,9
6316,84
22,43
6846,84
8470,106
8630,95
12355,84
8368,95
12952,74
11697,84
1838,43
5971,86
4708,6
2003,110
2600,100
8923,88
9023,26
4465,19
4506,57
7880,48
14148,100
12737,122
7107,61
598,95
8683,106
11911,43
3609,34
9481,86
14192,106
3743,34
7480,77
14326,106
2970,47
6258,35
12727,77
5922,86
12149,100
4585,57
11508,40
1871,112
811,95
52,43
15635,9
8794,95
2426,105
84,32
3876,11
12921,64
4960,119
5001,120
6135,86
10846,69
10293,122
10890,112
14775,90
45,40
1024,95
628,95
8713,106
9103,32
6431,84
8611,95
1283,26
12221,97
3000,47
765,100
1417,26
12179,100
12917,66
3877,91
1984,110
5668,61
6411,105
2352,11
13009,69
244,105
13618,113
11135,64
579,95
216,43
8664,106
9679,84
1496,26
8402,106
13925,4
7461,77
14307,106
15106,45
2951,47
8983,88
3085,47
2689,47
8479,60
9191,37
3828,91
6995,18
12289,93
658,95
195,105
1967,62
4006,97
7597,86
1067,34
8717,117
11843,43
12206,95
14386,106
1447,26
9413,86
4982,120
271,100
2002,19
5665,113
8370,9
8793,112
11267,112
12979,18
871,95
6776,95
1146,34
15437,36
8694,106
8432,106
10163,25
1660,26
7491,77
11183,118
1398,26
4672,79
6389,100
9262,38
8393,114
4152,43
9427,105
12655,42
11218,75
13890,60
822,95
5084,23
11116,64
8645,106
1477,26
5651,70
14288,69
13911,119
10857,69
3314,112
5609,110
13828,84
13869,122
4511,97
56,3
1035,95
639,95
8115,25
4450,87
7578,86
12174,119
10556,77
13189,97
4207,100
776,100
1428,26
1810,91
3071,61
6562,112
753,116
9691,43
3524,43
852,95
5114,23
13240,35
1127,34
8515,117
13233,44
3300,69
6178,122
7835,92
8781,7
11021,69
5787,8
12645,91
13950,4
1934,19
2457,23
12636,42
14293,12
3682,107
4279,97
7474,86
4435,85
7608,86
8145,25
3621,97
11199,75
6257,122
11942,119
6344,47
2115,30
9718,38
3336,113
9341,51
10320,106
11509,8
12890,43
10956,24
5144,23
8955,15
12155,119
12370,44
4345,47
14362,4
5826,57
5267,93
5523,19
3649,51
13888,84
13265,105
13626,84
775,117
12349,106
8309,25
9355,70
6683,122
12106,119
15302,9
15681,100
15273,9
2661,95
345,11
4445,106
10350,106
13357,44
13462,97
8825,26
4260,97
8126,25
8649,66
9568,70
9669,122
12038,69
13043,113
1004,61
5789,30
742,61
5852,86
2753,34
296,11
4792,106
13314,118
10939,97
240,79
4715,88
13151,97
13256,113
6451,122
11351,78
12994,113
955,61
2691,95
14045,44
10817,107
13723,30
15347,52
7616,44
5541,86
4801,47
6499,18
5962,79
9828,7
9336,70
6141,81
13469,113
1034,61
3169,70
6361,84
6999,112
13207,113
15650,9
906,61
5703,84
3105,85
6300,74
12640,2
10807,35
10229,58
12906,121
15550,7
4416,61
12019,69
13024,113
14636,81
11,84
6312,84
723,61
11224,94
11243,107
13794,31
13975,106
14537,75
3914,79
7214,121
7792,98
6529,18
7348,121
10381,48
13253,121
3509,30
3333,70
10680,115
14054,106
936,61
3135,85
8324,107
9477,86
2276,95
3993,79
4516,120
6811,118
8998,88
7165,121
5809,79
13244,8
12311,69
8378,114
6614,18
9317,70
673,95
14666,81
29,30
11309,30
11314,108
2585,32
4522,56
4937,69
7373,6
2882,26
8016,112
11189,113
13021,121
10564,61
10930,118
14240,94
15057,87
15687,25
4675,5
8849,86
2022,70
4157,79
9143,38
13403,122
2324,112
2398,61
3095,26
6873,70
7195,121
7329,121
10001,69
14696,81
1878,62
15092,81
100,31
4830,64
11313,41
14035,106
3553,86
8305,107
4714,118
13921,4
14907,35
4552,56
5586,47
15108,25
11274,49
8046,112
14124,40
6741,35
14826,46
6801,86
15423,36
10309,77
11193,60
11093,122
8595,61
785,26
2354,112
8199,61
9307,38
7488,6
13567,122
7037,70
6600,32
7997,112
1908,62
3539,43
3289,97
9631,98
8335,107
14722,110
13951,4
4978,56
9589,101
4601,69
327,50
10943,70
14198,110
2305,112
7572,84
15112,34
5656,119
6831,86
9522,84
14594,46
14494,108
7125,38
14888,35
10894,70
8027,112
13629,74
10795,64
6507,110
9795,98
6782,86
12613,100
3296,113
7076,38
8356,58
14041,18
14101,69
14462,48
15026,90
13925,72
14186,113
6536,30
9277,108
3083,5
5686,119
12587,84
3270,97
9772,87
1150,100
9235,111
11678,7
15332,52
2085,85
13458,84
8874,105
13659,74
6157,118
7074,86
11303,66
9228,108
3075,6
11019,78
14971,46
623,61
227,61
11891,7
4648,19
6847,43
2659,64
7284,44
9087,105
3316,105
10718,86
10792,35
363,107
9776,98
15385,36
2138,69
574,61
338,50
10954,70
7497,44
2349,23
10174,107
13488,84
2569,26
6187,118
7777,98
7136,38
15135,9
2626,8
4183,40
14276,19
11368,23
3343,63
13481,44
12985,106
349,64
7314,44
10984,97
15313,52
2782,26
14977,66
3024,54
10560,35
6953,38
2101,79
26,84
9167,111
1187,116
9764,101
4731,30
15392,52
7527,44
2535,11
7265,44
5727,25
7807,98
11951,7
15165,9
2515,32
11111,30
12594,113
2157,95
11257,84
11446,20
14471,86
7344,44
4586,56
14861,12
10155,107
12987,44
4470,110
12830,60
180,120
14681,81
6465,112
15116,9
10713,105
4780,43
7061,106
4537,56
4361,59
12842,70
9347,18
10761,38
4875,51
6215,85
585,61
8570,97
6691,14
14731,23
4616,56
4561,120
3812,2
7508,44
8468,86
13017,44
7246,44
3977,69
4615,97
3559,81
4634,110
7788,98
6492,70
11258,26
5592,79
12337,19
13371,47
14711,81
15146,9
2732,43
5550,82
10743,105
14146,43
8547,86
9581,77
4433,56
7325,44
4567,56
4608,57
4694,97
9961,69
2789,25
3794,69
2531,26
8061,112
1471,9
4671,113
8678,17
2912,95
3468,84
11809,21
3251,86
6721,14
10969,44
10432,105
4720,5
13732,110
15699,77
14926,90
5418,47
270,26
5504,87
9912,69
11932,91
12570,119
3745,69
1684,9
1288,9
12501,19
15060,90
3588,85
9622,7
12822,74
8634,95
11645,34
13565,118
14236,94
14303,84
14437,84
14542,100
2448,112
2260,61
8091,112
9789,120
1239,9
8429,107
2680,95
3377,23
6450,86
3115,23
11596,34
5429,34
9562,77
13896,110
14474,87
15090,90
4589,57
2399,112
9942,69
15406,67
9358,18
10318,60
12687,7
1834,74
11806,29
794,9
7544,64
2007,2
10037,77
14109,110
7915,7
4324,18
11189,60
251,26
2216,112
9893,69
10894,112
11706,27
11329,40
6596,32
11945,43
14488,106
3569,85
3643,34
2710,95
1695,117
3703,85
4909,119
3145,23
1562,2
3004,47
6084,86
6158,35
6273,22
9592,77
4619,57
8912,89
9008,26
10202,6
13504,121
3980,70
1482,9
1220,9
15532,34
4057,24
3358,23
4733,78
4860,119
15071,90
267,91
12003,105
924,95
662,95
8747,106
5712,106
6364,32
560,84
2740,95
12255,97
12833,74
13576,118
3034,47
15483,34
155,35
10499,121
5232,112
14728,101
4480,19
7042,95
12391,106
14048,113
6021,43
14469,106
8698,106
13046,74
7757,77
7495,77
15676,25
2985,47
6937,15
2641,8
8513,60
13485,121
2465,11
4941,84
7974,11
954,95
8397,114
10954,112
12604,106
12819,31
6394,32
7555,64
15513,34
1743,26
7830,3
11385,69
13520,78
9351,112
2895,9
10121,30
2416,11
5033,23
12421,106
4515,97
5167,23
6865,31
5547,15
4454,87
3654,34
1560,26
8728,106
2057,78
1694,26
3659,112
7525,77
3015,47
780,100
2437,70
12236,97
3758,91
12718,100
3254,63
13985,70
10279,94
14186,60
14346,12
1131,34
1773,26
13927,65
10014,25
15663,99
14,8
6315,8
12187,60
3844,50
13990,121
4045,40
4179,40
5366,61
3205,63
11708,62
5063,23
7176,44
12451,106
935,95
5197,23
13719,35
1210,34
1328,26
5650,5
15218,99
9332,112
5438,85
11525,62
4758,97
8228,25
12402,106
5148,23
11676,2
1161,34
12374,44
7493,101
12842,112
10044,25
3943,113
9807,112
426,110
1675,26
2038,78
5271,93
7869,92
10995,18
3452,61
12976,112
3653,51
3772,2
3235,63
14168,19
8804,77
9038,15
9822,97
12372,119
11035,90
7444,101
7626,78
3894,113
9362,112
129,8
1913,19
7677,43
4449,106
10354,106
3186,63
5044,23
12432,106
15049,118
5178,23
12055,119
13230,86
5761,78
6766,122
8130,25
14820,66
5981,81
15665,121
134,59
5301,93
3482,61
9869,64
10433,106
488,62
12642,64
5856,86
372,116
10551,98
3424,56
3839,69
11337,24
1643,50
6455,122
7850,92
3662,113
5252,93
7688,30
5935,86
3392,23
6069,86
3216,63
14556,77
4556,97
15227,16
5791,78
10199,60
6011,81
9340,70
1038,61
1635,51
97,32
5331,93
6869,112
4692,106
2672,84
5886,86
10335,106
1918,110
15104,67
15178,16
11513,78
3486,8
8161,105
7357,51
5282,93
2866,34
13200,47
6099,86
12623,64
13427,118
6971,15
14123,87
11024,35
7218,121
9370,70
10490,101
1624,50
2422,30
1522,2
11100,30
1656,2
2146,95
3139,85
4856,106
5916,86
7292,43
3111,23
10365,106
12674,2
7431,121
9814,3
14812,16
9000,15
9321,70
340,32
2420,105
8762,106
5312,93
6346,84
12796,113
13049,64
12887,2
5867,86
7510,121
13415,121
7248,121
3905,5
4865,47
2886,26
6563,18
9400,70
11830,27
1931,62
520,84
9097,32
9639,86
14721,19
3868,86
5244,43
7894,3
2176,95
9377,86
13389,105
5001,56
12704,2
3141,23
13232,121
12970,121
7199,121
6399,31
9613,70
10210,60
573,95
6533,31
6638,84
14563,106
13222,113
108,32
209,84
14039,106
7845,3
3120,85
2683,47
4240,79
5897,86
6609,26
4460,119
13882,122
7278,121
14011,44
14911,35
10244,58
4881,112
10714,7
1961,62
1195,34
5510,54
10482,115
14830,46
11272,5
4976,120
8883,86
4788,69
7229,121
12730,31
999,95
603,95
737,95
1912,62
14749,94
3092,107
8560,106
3849,86
14028,68
4270,79
6565,77
4982,56
9256,38
4531,120
5422,62
7120,70
3488,43
3529,81
6380,31
10991,113
13985,112
554,95
8479,117
7097,86
14860,46
13905,119
5006,120
4087,79
10952,121
8409,58
10663,18
8173,47
9166,37
8629,61
14314,58
14892,35
2495,9
10165,7
7567,8
3601,105
3439,43
13477,86
5357,54
3719,97
10260,15
1542,91
4038,79
1977,19
5158,110
4172,79
11283,113
2339,112
5108,23
7127,86
11857,119
13703,25
3274,97
11975,111
7988,122
9196,37
2525,9
4429,85
8878,105
11091,64
535,95
12070,119
7078,86
10089,25
14841,46
1572,91
653,50
6976,38
8256,58
8798,112
14579,46
8610,61
5354,62
473,119
9774,98
3962,97
12525,110
3939,113
9267,38
9489,114
10783,69
1958,19
2555,9
8064,9
12816,30
5567,62
13693,74
2659,66
262,57
7664,38
14871,46
6153,122
7006,38
6488,112
11414,20
3332,51
14209,75
15725,106
12786,43
13960,112
12032,69
15502,34
14869,121
870,61
13982,69
14056,18
15262,52
13784,84
1846,84
13145,97
9702,6
11868,119
9292,108
10949,78
12506,110
11444,20
15169,9
14195,69
3128,113
13455,30
7569,43
2161,95
4979,97
14239,75
7348,44
13253,44
14725,5
15248,9
13054,100
13952,18
638,61
6469,112
11395,20
11832,21
12869,30
13728,44
14127,19
2413,23
5627,25
4350,47
7263,121
14630,81
13133,100
717,61
11589,7
851,61
92,9
9500,114
13270,105
15243,52
12846,43
13021,44
10308,58
2584,26
6202,118
4301,47
12226,69
448,21
7036,51
668,61
10613,105
11766,84
2941,34
8813,86
14539,84
10530,107
10134,107
15150,9
7159,121
7329,44
9965,69
13234,44
9762,6
12043,69
11057,38
14412,16
23,30
881,61
2538,31
2579,32
13530,42
4516,56
12138,77
4595,120
13447,44
2473,50
14049,112
10150,7
2,92
6559,18
1292,9
14611,81
2632,43
13931,93
4349,64
15180,9
10937,94
13991,107
4610,105
8220,107
2172,95
2313,34
4546,120
7323,121
9995,69
3484,30
3544,81
9705,7
10214,113
4884,115
911,61
8299,107
5580,47
5695,34
6700,78
4102,79
12843,84
170,26
4303,69
14162,110
14377,35
11966,91
9946,69
1584,9
4712,8
14960,90
1322,9
3435,30
3562,71
11487,93
15110,34
8250,107
14733,84
8107,58
9301,38
10913,6
4576,120
302,101
7991,112
2220,112
2294,61
9601,7
12734,84
7646,114
459,21
3573,85
10101,64
1658,116
4913,119
14407,35
9596,77
13333,120
2695,112
14990,90
11996,91
9976,69
11010,60
3809,69
6982,70
7620,61
15719,7
2928,91
3451,95
1090,9
4626,62
8280,107
8877,97
14856,46
3362,23
6736,14
10547,6
4606,120
7512,6
7949,7
2190,61
10888,70
11089,60
11485,60
9927,69
12880,30
13298,18
13463,122
14941,90
1303,9
4261,85
12516,19
3999,85
13696,64
7810,77
4943,119
6192,35
8231,107
13580,118
9626,77
283,101
12220,105
11898,91
12834,35
15566,34
7627,77
9740,98
12572,35
13953,70
13590,18
2469,11
10991,60
9222,108
12532,84
3633,85
6398,32
6761,84
7444,77
7559,64
15517,34
9180,111
11389,69
13610,118
12187,49
2072,82
13830,121
14788,90
7930,7
2171,61
4306,70
5841,114
12250,105
11961,2
357,107
15596,34
7657,77
9448,47
7395,77
9052,47
12588,100
13983,70
15397,90
3258,63
4975,84
10283,94
424,53
13275,20
14235,62
10542,25
15547,34
1777,26
4413,88
9743,86
12553,35
11653,7
6331,99
7002,38
11410,20
7423,31
12891,30
4415,97
7106,95
6347,43
939,95
7180,44
11421,115
11600,117
11990,43
9800,98
7425,77
10116,38
3311,47
10512,38
11296,120
231,8
3049,47
4725,30
5437,7
1731,31
11471,23
2529,11
7259,44
1018,95
13122,47
15577,34
1807,26
7638,77
11683,7
15375,48
7032,38
3776,2
1842,20
3239,63
5097,23
7210,44
13922,73
969,95
8343,14
7710,101
10079,48
1758,26
2837,19
7663,26
9366,112
2594,32
10343,94
11477,23
5048,23
7161,44
13152,47
2233,26
8642,17
13573,40
460,110
1057,100
3352,61
4109,40
9873,64
10437,106
10179,107
5127,23
7240,44
10294,94
294,77
12515,106
13,64
15487,117
13343,47
1647,50
3928,113
11664,7
14401,84
5939,86
7434,31
1608,95
5474,23
5078,23
4018,43
185,26
5212,23
7191,44
8292,25
12089,119
6571,70
1337,9
11557,29
12281,60
14917,122
3979,51
4521,105
10963,44
6152,86
8447,84
4259,105
8084,32
12545,106
4553,57
1922,110
15703,97
9616,7
12656,122
